TRIBURG / / /,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
SIZE SET INSPECTION REPORT,,,,,,,,,,,,,,,,,,,
STYLE NO:,9662,,,,DIVISION:,,,,,,DATE :,,,,,,,,
,,,,,,,,,,,,,,,,,,,
DESCRIPTION:,,,,,,,,,,,COLOUR:,,,,,,,,
,,,,,,,,,,,,,,,,,,,
ACCESSORIES,MIS,ALT,ACT,PLA,ACCESSORIES,MIS,ALT,ACT,PLA,ACCESSORIES,MIS,ALT,ACT,PLA,,MIS,ALT,ACT,PLA
MAIN LABEL,,,X,,POLYBAG,,,,,BUTTON,,,,,PRINT,,,X,
BOOK FOLD,,,,,POLY BAG STICKER,,,,,HOOK EYE/BAR,,,X,,LAYOUT,,,,
FCTY CODE,,,,,LOT STICKER,,,,,LACE,,,X,,EMB  THREAD COLOR,,,,
HANG TAG,,,,,PRE PACK STICKER,,,,,BUCKLE,,,,,PLACEMENT,,,,
HANGER,,,,,CARTON MARKINGS,,,,,SNAP,,,,,BEADS/SEQUINS,,,,
WASHCARE,,,X,,PLACEMENT UPC/P.PACK,,,,,THREAD,,,X,,BEADS/SEQUINS LAYOUT,,,,
INTERLINING,,,,,FOLDING,,,,,LINING,,,X,,AFTER TREATMENT,,,,
,,,,,SPARE BUTTON POSITION,,,,,ZIPPER,,X,,,PH,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
PATTERN CHECK LIST,,,,,,,,,,,MEASUREMENT (SPEC ATTACHED),,,,,,,,
GRAIN LINE,,,,:,OK,,,,,,RESULT             :  (         ) PASS     (      ) FAIL CONDITIONALLY  ->  FAIL CONDITIONALLY,,,,,,,,
NOTCHES,,,,:,OK,,,,,,GRADED NEST :   (      ) OK           (      ) NOT OK  ->  OK,,,,,,,,
GRADED NEST,,,,:,OK,,,,,,CORRECTIONS TO BE DONE :-,,,,,,,,
CORRECTIONS  IMPLEMNTED,,,,:,OK,,,,,,Improve zipper workmanship to avoid gaping and stitching,,,,,,,,
YY/ MINI MARKER,,,,:,OK,,,,,,correct roping at hem,,,,,,,,
,,,,,,,,,,,use approved bulk lot only,,,,,,,,
PLANNED SIZE SET SUBMISSION DATE:,,,,,8 July,,,,,,use air pipe for belt operation,,,,,,,,
ACTUAL SUBMISSION DATE,,,,:,9 July,,,,,,correct tight stitching at side seam/princess seam,,,,,,,,
PCD,,,,:,10 July,,,,,,distribute zipper and body evenly and loosen machine tension,,,,,,,,
CUT QUANTITY,,,,:,66,,,,,,obtain NY closure for stitch marks,,,,,,,,
SIZE SET INSPECTION RESULT,,,,:,Pass with comment,,,,,,CUTTING CHECK                                 :      (      ) OK         (     ) NOT OK  ->  OK,,,,,,,,
,,,,,,,,,,,SEAM ALLOWANCE                           :     (       ) OK         (     ) NOT OK  ->  OK,,,,,,,,
,,,,,,,,,,,CORRECTIONS IMPLEMENTED :     (     ) OK         (      ) NOT OK  ->  OK,,,,,,,,
SHRINKAGE,,,,:,L = 0  W = 0,,,,,,,,,,,,,,
DETAILED COMMENTS,,,,,,,,,,,,,,ACTION TO BE TAKEN BY VENDOR,,,,,
,,,,,,,,,,,,,,,,,,,
(1) Zipper gaping more than Venus side,,,,,,,,,,,,,,Improve zipper workmanship and stitching,,,,,
(2) Roping at hem,,,,,,,,,,,,,,Control feeding of top and bottom layers at bias area,,,,,
(3) Lot not matching with FOB,,,,,,,,,,,,,,Use only approved lot for bulk,,,,,
(4) Pilling/abrasion inside seam,,,,,,,,,,,,,,Follow NY mail and physical sample closure,,,,,
(5) Fabric stitch marks,,,,,,,,,,,,,,Obtain closure from NY before bulk cutting,,,,,
(6) Fraying yarn at belt,,,,,,,,,,,,,,Use air pipe for belt operation,,,,,
(7) Tight stitch at side seam/princess seam,,,,,,,,,,,,,,Loosen machine tension,,,,,
(8) Puckering at zipper,,,,,,,,,,,,,,Mark and distribute zipper and body evenly; loosen machine tension,,,,,
(9) Bulk cutting on hold,,,,,,,,,,,,,,Do not cut bulk until stitch mark closure is approved by NY,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
I AGREE WITH THE ABOVE COMMENTS AND WILL INCORPORATE ALL ABOVE COMMENTS                                                                                                                                                                                                                                                            VENDOR'S SIGNATURE,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
VENDOR'S SIGNATURE,,,,,SENT VIA MAIL,,,,,,,,,,,,,,
