no,section,size,field,value,deviation,note,confidence,needs_review
1,measurement,XS,Waistband height,1 1/4,,,1.00,
2,measurement,XS,Waistband elastic height,1 3/8,,,1.00,
3,measurement,XS,Waist relaxed at top,26 3/4,,,1.00,
4,measurement,XS,Waist extended at top edge minimum,39,,,1.00,
5,measurement,XS,Low hip placement from top,5 1/4,,,1.00,
6,measurement,XS,Three-point low hip,40 1/2,+1/4,,1.00,
7,measurement,XS,Front rise straight to top waist,9 3/4,,Following deviation was unclear.,0.78,yes
8,measurement,XS,Back rise straight to top waist,15,,Following deviation was unclear.,0.78,yes
9,measurement,XS,Short leg opening,27,,,1.00,
10,measurement,XS,Inseam short,2 1/2,,,1.00,
11,measurement,XS,Outseam from top waist,10 5/8,+1/8,Deviation corrected to plus 1/8.,0.95,
12,measurement,XS,Fly J-stitch length below waist seam,4 1/4,,,1.00,
13,measurement,XS,Fly J-stitch width,1 1/8,+1/16,Speaker corrected the deviation from minus to plus.,0.95,
14,measurement,XS,Hem height,1/2,,,1.00,
15,measurement,XS,Front leg depth from center front top edge relaxed,10 7/8,,,1.00,
16,measurement,XS,Back leg depth from center back top edge relaxed,12 1/8,-1/8,Spoken as down by eight.,0.75,yes
17,measurement,XS,Seat width 3 inches up from crotch reference point,8,,,0.92,
18,measurement,XS,Button space on fly front,1 3/4,,,1.00,
19,measurement,XS,Button position from waist seam,1 1/4,-1/8,,1.00,
20,measurement,XS,On-seam pocket hem height,1/4,,,0.85,
21,measurement,XS,Pocket position below waist seam,1,,,1.00,
22,measurement,XS,Pocket opening length,5 1/2,,,1.00,
23,measurement,XS,Pocket bag length,8 5/8,-1/4,,1.00,
24,measurement,XS,Pocket bag width,6 1/8,,,1.00,
25,measurement,S,Waistband height,1 1/4,,,1.00,
26,measurement,S,Waistband elastic height,1 3/8,,,1.00,
27,measurement,S,Waist relaxed at top,28 3/4,,,1.00,
28,measurement,S,Waist extended at top edge minimum,41,,,1.00,
29,measurement,S,Low hip placement from top,5 5/8,,,1.00,
30,measurement,S,Three-point low hip,42 1/2,,,1.00,
31,measurement,S,Front rise straight to top waist,10 1/4,-1/4,,0.95,
32,measurement,S,Back rise straight to top waist,15 1/2,-1/4,,1.00,
33,measurement,S,Short leg opening,28 1/2,,,1.00,
34,measurement,S,Inseam short,2 1/2,,A following minus deviation was incomplete and unclear.,0.82,yes
35,measurement,S,Outseam from top waist,11,+1/4,Sign inferred from the spoken follow-up.,0.68,yes
36,measurement,S,Fly J-stitch length below waist seam,4 3/4,,Spoken as four 0.75.,0.95,
37,measurement,S,Fly J-stitch width,1 1/8,,,1.00,
38,measurement,S,Hem height,1/2,,,1.00,
39,measurement,S,Front leg depth from center front top edge relaxed,11 1/4,+1/4,Deviation sign was not explicitly spoken.,0.65,yes
40,measurement,S,Back leg depth from center back top edge relaxed,12 1/2,,A following deviation was unclear.,0.80,yes
41,measurement,S,Seat width 2 inches up from crotch,8 1/4,-1/4,Deviation wording was partially garbled.,0.72,yes
42,measurement,S,Button space on fly front,2,,,1.00,
43,measurement,S,Button position from waist seam,1 1/4,,,1.00,
44,measurement,S,On-seam pocket hem height,1/4,,,1.00,
45,measurement,S,Pocket position below waist seam,1,,,1.00,
46,measurement,S,Pocket opening length,5 3/4,,,0.95,
47,measurement,S,Pocket bag length,9 1/4,,"Initially stated as 9, then followed by 9 1/4 as a correction.",0.62,yes
48,measurement,S,Pocket bag width,6,,"Initially stated as 6 1/2, then corrected to 6.",0.62,yes
49,measurement,M,Waistband height,1 1/4,,,1.00,
50,measurement,M,Waistband elastic height,1 3/8,,,1.00,
51,measurement,M,Waist extended at top edge minimum,43,,,1.00,
52,measurement,M,Low hip placement from top,6,,,1.00,
53,measurement,M,Three-point low hip,44 1/2,,,1.00,
54,measurement,M,Front rise straight to top waist,10 3/4,,,1.00,
55,measurement,M,Back rise straight to top waist,16,-1/4,,1.00,
56,measurement,M,Short leg opening,30,-1/4,,1.00,
57,measurement,M,Inseam short,2 1/2,,,1.00,
58,measurement,M,Outseam from top waist,11 3/8,,,1.00,
59,measurement,M,Fly J-stitch length below waist seam,5 1/4,,,0.95,
60,measurement,M,Fly J-stitch width,1 1/8,,,1.00,
61,measurement,M,Hem height,1/2,,,1.00,
62,measurement,M,Front leg depth from center front top edge relaxed,11 5/8,-1/8,,1.00,
63,measurement,M,Back leg depth from center back top edge relaxed,12 7/8,,A following one-by-eight deviation had no clear sign.,0.80,yes
64,measurement,M,Seat width 2 inches up from crotch,8 1/2,,,1.00,
