no,section,size,field,value,deviation,verdict,note,confidence,needs_review
1,construction,,Grain line on all patterns,Fine,,okay,,1.00,
2,construction,,Notches on patterns,One missing,,not stated,One notch missing at side seam,1.00,
3,construction,,Gradedness proportion,Fine,,okay,,1.00,
4,construction,,Pattern corrections,None,,okay,Status sample approved to bulk; overall fit and balance good,1.00,
5,marker,,Mini marker consumption,52.92 cm,,not stated,,1.00,
6,marker,,Jersey YY,15.7 cm,,not stated,,1.00,
7,shrinkage,,Shell average shrinkage length,1%,,okay,,1.00,
8,shrinkage,,Shell average shrinkage width,0%,,okay,,1.00,
9,shrinkage,,Jersey shrinkage length,1.5%,,not stated,,1.00,
10,shrinkage,,Jersey shrinkage width,0%,,not stated,,1.00,
11,measurement,XS,Waistband height,1 1/4,,okay,,1.00,
12,measurement,XS,Waistband elastic height,1 3/8,,okay,,1.00,
13,measurement,XS,Waist relaxed at top edge,26 3/4,,okay,,1.00,
14,measurement,XS,Waist extended at top edge minimum,39,,okay,,1.00,
15,measurement,XS,Low hip placement from top waist,5 1/4,,okay,,1.00,
16,measurement,XS,3 point low hip,40 1/2,+1/4,deviation,,1.00,
17,measurement,XS,Front rise straight to top waist,9 3/4,-1/4,deviation,,1.00,
18,measurement,XS,Back rise straight to top waist,15,-1/4,deviation,,1.00,
19,measurement,XS,Short leg opening,27,,okay,,1.00,
20,measurement,XS,Inseam short,2 1/2,,okay,,1.00,
21,measurement,XS,Outseam from top waist,10 5/8,+1/8,deviation,"Inspector first said okay, then corrected to plus 1/8",1.00,
22,measurement,XS,Fly J-stitch length below waist seam,4 1/4,,okay,,1.00,
23,measurement,XS,Fly J-stitch width,1 1/8,+1/16,deviation,"Inspector began to say minus, then corrected to plus",1.00,
24,measurement,XS,Hem height,1/2,,okay,,1.00,
25,measurement,XS,Front leg depth 3 inch from center front top edge relaxed,10 7/8,,okay,,1.00,
26,measurement,XS,Back leg depth 3 inch from center back top edge relaxed,12 1/8,-1/8,deviation,,1.00,
27,measurement,XS,Saddle width 2 inch up from crotch reference point,8,,okay,,1.00,
28,measurement,XS,Button space on fly front,1 3/4,,okay,,1.00,
29,measurement,XS,Button position from waist stitch,1 1/4,-1/8,deviation,,1.00,
30,measurement,XS,On seam pocket hem height,1/4,,okay,,1.00,
31,measurement,XS,Pocket position from below waist stitch,1,,okay,,1.00,
32,measurement,XS,Pocket opening length,5 1/2,,okay,,1.00,
33,measurement,XS,Pocket bag length,8 5/8,-1/4,deviation,,1.00,
34,measurement,XS,Pocket bag width,6 1/8,,okay,,1.00,
35,measurement,S,Waistband height,1 1/4,,okay,,1.00,
36,measurement,S,Waistband elastic height,1 3/8,,okay,,1.00,
37,measurement,S,Waist relaxed at top edge,28 3/4,-1/2,deviation,,1.00,
38,measurement,S,Waist extended at top edge minimum,41,,okay,,1.00,
39,measurement,S,Low hip placement from top waist,5 5/8,,okay,,1.00,
40,measurement,S,3 point low hip,42 1/2,,okay,,1.00,
41,measurement,S,Front rise straight to top waist,10 1/4,-1/4,deviation,,0.90,
