no,section,size,field,value,deviation,verdict,note,confidence,needs_review
1,measurement,S,Waistband height,1 1/4,,okay,,1.00,
2,measurement,S,Waistband elastic height,1 3/8,,okay,,1.00,
3,measurement,S,Waist relaxed at top edge,28 3/4,-1/2,deviation,,1.00,
4,measurement,S,Waist extended at top edge minimum,41,,okay,,1.00,
5,measurement,S,Low hip placement from top waist,5 5/8,,okay,,1.00,
6,measurement,S,Three point low hip,42 1/2,,okay,,1.00,
7,measurement,S,Front rise straight to top waist,10 1/4,-1/4,deviation,,1.00,
8,measurement,S,Back rise straight to top waist,15 1/2,-1/4,deviation,,1.00,
9,measurement,S,Short leg opening,28 1/2,,okay,,1.00,
10,measurement,S,Inseam short,2 1/2,-1/8,deviation,,1.00,
11,measurement,S,Outseam from top waist,11,+1/4,deviation,,1.00,
12,measurement,S,Fly J-stitch length below waist seam,4 3/4,,okay,,1.00,
13,measurement,S,Fly J-stitch width,1 1/8,,okay,,1.00,
14,measurement,S,M height,1/2,,okay,,1.00,
15,measurement,S,Front leg depth 3 inch from center front top edge relaxed,11 1/4,-1/4,deviation,,1.00,
16,measurement,S,Back leg depth 3 inch from center back top edge relaxed,12 1/2,+1/8,deviation,,1.00,
17,measurement,S,Saddle width 2 inch up from crotch,8 1/4,-1/4,deviation,,1.00,
18,measurement,S,Button space on fly front,2,,okay,,1.00,
19,measurement,S,Button position from waist stitch,1 1/4,,okay,,1.00,
20,measurement,S,On-seam pocket hem height,1/4,,okay,,1.00,
