no,section,size,field,value,deviation,verdict,note,confidence,needs_review
1,marker,,Mini marker,52.92 cm,,okay,as needed,0.99,
2,marker,,YY on jersey,15.7 cm,,okay,,0.99,
3,shrinkage,,Shell average shrinkage length,1%,,okay,described as good,0.99,
4,shrinkage,,Shell average shrinkage width,0%,,okay,described as good,0.99,
5,shrinkage,,Jersey shrinkage length,1.5%,,not stated,,0.99,
6,shrinkage,,Jersey shrinkage width,0%,,not stated,,0.99,
7,construction,,Grain line on all patterns,fine,,okay,,0.99,
8,construction,,Pattern notches,one missing,,deviation,Missing at side seam,0.99,
9,construction,,Gradedness proportion,fine,,okay,,0.99,
10,bom,,Lining,single jersey,,okay,Used instead of lining; actual,0.98,
11,bom,,Buttons,actual,,okay,,0.99,
12,bom,,Print and layout,actual,,okay,,0.99,
13,measurement,XS,Waistband height,1 1/4,,okay,,0.99,
14,measurement,XS,Waistband elastic height,1 3/8,,okay,,0.99,
15,measurement,XS,Waist relaxed at top edge,26 3/4,,okay,,0.99,
16,measurement,XS,Waist extended at top edge minimum,39,,okay,,0.99,
17,measurement,XS,Low hip placement from top waist,5 1/4,,okay,,0.99,
18,measurement,XS,3 point low hip,40 1/2,+1/4,deviation,,0.99,
19,measurement,XS,Front rise straight to top waist,9 3/4,-1/4,deviation,,0.99,
20,measurement,XS,Back rise straight to top waist,15,-1/4,deviation,,0.99,
21,measurement,XS,Short leg opening,27,,okay,,0.99,
22,measurement,XS,Inseam short,2 1/2,,okay,,0.99,
23,measurement,XS,Outseam from top waist,10 5/8,+1/8,deviation,"Initially called okay, then corrected to plus 1/8",0.96,
24,measurement,XS,Fly J-stitch length below waist seam,4 1/4,,okay,,0.99,
25,measurement,XS,Fly J-stitch width,1 1/8,+1/16,deviation,"Initially said minus, then corrected to plus 1/16",0.95,
26,measurement,XS,Hem height,1/2,,okay,,0.99,
27,measurement,XS,Front leg depth 3 inch from center front top edge relaxed,10 7/8,,okay,,0.99,
28,measurement,XS,Back leg depth 3 inch from center back top edge relaxed,12 1/8,-1/8,deviation,,0.99,
29,measurement,XS,Saddle width 2 inch up from crotch reference point,8,,okay,,0.99,
30,measurement,XS,Button space on fly front,1 3/4,,okay,,0.99,
31,measurement,XS,Button position from waist stitch,1 1/4,-1/8,deviation,,0.99,
32,measurement,XS,On-seam pocket hem height,1/4,,okay,,0.99,
33,measurement,XS,Pocket position from below waist stitch,1,,okay,,0.99,
34,measurement,XS,Pocket opening length,5 1/2,,okay,,0.99,
35,measurement,XS,Pocket bag length,8 5/8,-1/4,deviation,,0.99,
36,measurement,XS,Pocket bag width,6 1/8,,okay,,0.99,
37,measurement,S,Waistband height,1 1/4,,okay,,0.99,
38,measurement,S,Waistband elastic height,1 3/8,,okay,,0.99,
39,measurement,S,Waist relaxed at top edge,28 3/4,-1/2,deviation,,0.99,
40,measurement,S,Waist extended at top edge minimum,41,,okay,,0.99,
41,measurement,S,Low hip placement from top waist,5 5/8,,okay,,0.99,
42,measurement,S,3 point low hip,42 1/2,,okay,,0.99,
43,measurement,S,Front rise straight to top waist,10 1/4,-1/4,deviation,,0.96,
44,measurement,S,Back rise straight to top waist,15 1/2,-1/4,deviation,,0.99,
45,measurement,S,Short leg opening,28 1/2,,okay,,0.99,
46,measurement,S,Inseam short,2 1/2,-1/8,deviation,,0.99,
47,measurement,S,Outseam from top waist,11,+1/4,deviation,,0.99,
48,measurement,S,Fly J-stitch length below waist seam,4 3/4,,okay,,0.99,
49,measurement,S,Fly J-stitch width,1 1/8,,okay,,0.99,
50,measurement,S,Hem height,1/2,,okay,,0.98,
