no,section,size,field,value,deviation,verdict,note,confidence,needs_review
1,marker,,Mini marker consumption,52 23/25 cm,,okay,,1.00,
2,marker,,YY on jersey,15 7/10 cm,,not stated,,1.00,
3,shrinkage,,Shell length shrinkage,1%,,okay,Average shrinkage; stated as good,1.00,
4,shrinkage,,Shell width shrinkage,0%,,okay,Stated as good,1.00,
5,shrinkage,,Jersey length shrinkage,1 1/2%,,not stated,,1.00,
6,shrinkage,,Jersey width shrinkage,0%,,not stated,,1.00,
7,measurement,XS,Waistband height,1 1/4,,okay,,1.00,
8,measurement,XS,Waistband elastic height,1 3/8,,okay,,1.00,
9,measurement,XS,Waist relaxed at top edge,26 3/4,,okay,,1.00,
10,measurement,XS,Waist extended at top edge minimum,39,,okay,,1.00,
11,measurement,XS,Low hip placement from top waist,5 1/4,,okay,,1.00,
12,measurement,XS,3 point low hip,40 1/2,+1/4,deviation,,1.00,
13,measurement,XS,Front rise straight to top waist,9 3/4,-1/4,deviation,,1.00,
14,measurement,XS,Back rise straight to top waist,15,-1/4,deviation,,1.00,
15,measurement,XS,Short leg opening,27,,okay,,1.00,
16,measurement,XS,Inseam short,2 1/2,,okay,,1.00,
17,measurement,XS,Outseam from top waist,10 5/8,+1/8,deviation,"Initially called okay, then corrected to plus 1/8",0.95,
18,measurement,XS,Fly J-stitch length below waist seam,4 1/4,,okay,,1.00,
19,measurement,XS,Fly J-stitch width,1 1/8,+1/16,deviation,"Inspector started to say minus, then corrected to plus",0.95,
20,measurement,XS,Hem height,1/2,,okay,,1.00,
21,measurement,XS,Front leg depth 3 inch from center front top edge relaxed,10 7/8,,okay,,1.00,
22,measurement,XS,Back leg depth 3 inch from center back top edge relaxed,12 1/8,-1/8,deviation,,1.00,
23,measurement,XS,Saddle width 2 inch up from crotch reference point,8,,okay,,1.00,
24,measurement,XS,Button space on fly front,1 3/4,,okay,,1.00,
25,measurement,XS,Button position from waist stitch,1 1/4,-1/8,deviation,,1.00,
26,measurement,XS,On-seam pocket hem height,1/4,,okay,,1.00,
27,measurement,XS,Pocket position from below waist stitch,1,,okay,,1.00,
28,measurement,XS,Pocket opening length,5 1/2,,okay,,1.00,
29,measurement,XS,Pocket bag length,8 5/8,-1/4,deviation,,1.00,
30,measurement,XS,Pocket bag width,6 1/8,,okay,,1.00,
31,measurement,S,Waistband height,1 1/4,,okay,,1.00,
32,measurement,S,Waistband elastic height,1 3/8,,okay,,1.00,
33,measurement,S,Waist relaxed at top edge,28 3/4,-1/2,deviation,,1.00,
34,measurement,S,Waist extended at top edge minimum,41,,okay,,1.00,
35,measurement,S,Low hip placement from top waist,5 5/8,,okay,,1.00,
36,measurement,S,3 point low hip,42 1/2,,okay,,1.00,
37,measurement,S,Front rise straight to top waist,10 1/4,-1/4,deviation,,0.90,
38,measurement,S,Back rise straight to top waist,15 1/2,-1/4,deviation,,1.00,
39,measurement,S,Short leg opening,28 1/2,,okay,,1.00,
40,measurement,S,Inseam short,2 1/2,-1/8,deviation,,1.00,
41,measurement,S,Outseam from top waist,11,+1/4,deviation,,1.00,
42,measurement,S,Fly J-stitch length below waist seam,4 3/4,,okay,,1.00,
43,measurement,S,Fly J-stitch width,1 1/8,,okay,,1.00,
44,measurement,S,Hem height,1/2,,okay,,1.00,
45,measurement,S,Front leg depth 3 inch from center front top edge relaxed,11 1/4,-1/4,deviation,,1.00,
46,measurement,S,Back leg depth 3 inch from center back top edge relaxed,12 1/2,+1/8,deviation,,1.00,
47,measurement,S,Saddle width 2 inch up from crotch,8 1/4,-1/4,deviation,,1.00,
48,measurement,S,Button space on fly front,2,,okay,,1.00,
49,measurement,S,Button position from waist stitch,1 1/4,,okay,,1.00,
50,measurement,S,On-seam pocket hem height,1/4,,okay,,1.00,
51,measurement,S,Pocket position from below waist stitch,1,,okay,,1.00,
52,measurement,S,Pocket opening length,5 3/4,+1/8,deviation,,1.00,
53,measurement,S,Pocket bag length,9,-1/4,deviation,Value repeated and confirmed,1.00,
54,measurement,S,Pocket bag width,6 1/2,,okay,,1.00,
55,measurement,M,Waistband height,1 1/4,,okay,Value repeated,1.00,
56,measurement,M,Waistband elastic height,1 3/8,,okay,,1.00,
57,measurement,M,Waist relaxed at top edge,30 3/4,-1/2,deviation,,0.90,
58,measurement,M,Waist extended at top edge minimum,43,,okay,,1.00,
59,measurement,M,Low hip placement from top waist,6,,okay,,1.00,
60,measurement,M,3 point low hip,44 1/2,-1/2,deviation,,1.00,
61,measurement,M,Front rise straight to top waist,10 3/4,-1/4,deviation,,1.00,
62,measurement,M,Back rise straight to top waist,16,-1/4,deviation,,1.00,
63,measurement,M,Short leg opening,30,-1/4,deviation,,1.00,
64,measurement,M,Inseam short,2 1/2,,okay,,1.00,
65,measurement,M,Outseam from top waist,11 3/8,,okay,,1.00,
66,measurement,M,Fly J-stitch length below waist seam,5 1/4,,okay,,1.00,
67,measurement,M,Fly J-stitch width,1 1/8,,okay,,1.00,
68,measurement,M,Hem height,1/2,,okay,,1.00,
69,measurement,M,Front leg depth 3 inch from center front top edge relaxed,11 5/8,-1/8,deviation,Second transcription called this front leg length,0.95,
70,measurement,M,Back leg depth 3 inch from center back top edge relaxed,12 7/8,-1/8,deviation,Second transcription called this back leg length,0.95,
71,measurement,M,Saddle width 2 inch up from crotch,8 1/2,-1/8,deviation,,1.00,
72,measurement,M,Button space on fly front,2,,okay,,1.00,
73,measurement,M,Button position from waist edge,1 1/4,-1/8,deviation,,1.00,
74,measurement,M,On-seam pocket hem height,1/4,,not stated,,1.00,
75,measurement,M,Pocket position from below waist edge,1,,okay,,1.00,
76,measurement,M,Pocket bag length,9,-1/4,deviation,,1.00,
77,measurement,M,Pocket bag width,6 1/2,,okay,,1.00,
78,construction,,Side seam notch,,,deviation,One notch missing,1.00,
79,construction,,Pressing,,,deviation,Press is very hard; use light press and avoid creases,0.95,
80,construction,,Main label seam,,,deviation,Red thread seam grinning,1.00,
81,construction,,Bottom hem stitch,,,deviation,Broken stitch at bottom hem,1.00,
82,bom,,Wash care,,,deviation,Missing right now,1.00,
83,bom,,Lining,,,okay,Single jersey used instead of lining; stated actual,1.00,
84,comment,,Size set verdict,,,okay,Passed with corrections; corrections to be followed up,1.00,
