no,section,size,field,value,deviation,verdict,note,confidence,needs_review
1,measurement,S,Waistband height,1 1/4,,okay,,1.00,
2,measurement,S,Waistband elastic height,1 3/8,,okay,,1.00,
3,measurement,S,Waist relaxed at top edge,28 3/4,-1/2,deviation,,1.00,
4,measurement,S,Waist extended at top edge minimum,41,,okay,,1.00,
5,measurement,S,Low hip placement from top waist,5 5/8,,okay,,1.00,
6,measurement,S,Three point low hip,42 1/2,,okay,,1.00,
7,measurement,S,Front rise straight to top waist,10 1/4,-1/4,deviation,,0.96,
8,measurement,S,Back rise straight to top waist,15 1/2,-1/4,deviation,,1.00,
9,measurement,S,Short leg opening,28 1/2,,okay,,1.00,
10,measurement,S,Inseam short,2 1/2,-1/8,deviation,,1.00,
11,measurement,S,Outseam from top waist,11,+1/4,deviation,,1.00,
12,measurement,S,Fly J-stitch length below waist seam,4 3/4,,okay,,1.00,
13,measurement,S,Fly J-stitch width,1 1/8,,okay,,1.00,
14,measurement,S,Hem height,1/2,,okay,Transcribed as “M height” in both passes; interpreted as hem height from context.,0.84,yes
15,measurement,S,Front leg depth 3 inch from center front top edge relaxed,11 1/4,-1/4,deviation,,1.00,
16,measurement,S,Back leg depth 3 inch from center back top edge relaxed,12 1/2,+1/8,deviation,,1.00,
17,measurement,S,Saddle width 2 inch up from crotch,8 1/4,-1/4,deviation,,1.00,
18,measurement,S,Button space on fly front,2,,okay,,1.00,
19,measurement,S,Button position from waist stitch,1 1/4,,okay,,1.00,
20,measurement,S,On-seam pocket hem height,1/4,,okay,,1.00,
21,measurement,S,Pocket position from below waist stitch,1,,okay,,1.00,
22,measurement,S,Pocket opening length,5 3/4,+1/8,deviation,,1.00,
23,measurement,S,Pocket back length,9,-1/4,deviation,Value was repeated and confirmed.,1.00,
24,measurement,S,Pocket back width,6 1/2,,okay,,1.00,
25,measurement,M,Waistband height,1 1/4,,okay,Value was repeated and confirmed.,1.00,
26,measurement,M,Waistband elastic height,1 3/8,,okay,,1.00,
27,measurement,M,Waist relaxed at top edge,33 1/4,-1/2,deviation,,1.00,
28,measurement,M,Waist extended at top edge minimum,43,,okay,,1.00,
29,measurement,M,Low hip placement from top waist,6,,okay,,1.00,
30,measurement,M,Three point low hip,44 1/2,-1/2,deviation,,1.00,
31,measurement,M,Front rise straight to top waist,10 3/4,-1/4,deviation,,1.00,
32,measurement,M,Back rise straight to top waist,16,-1/4,deviation,,1.00,
33,measurement,M,Short leg opening,30,-1/4,deviation,,1.00,
34,measurement,M,Inseam short,2 1/2,,okay,,1.00,
35,measurement,M,Outseam from top waist,11 3/8,,okay,,1.00,
36,measurement,M,Fly J-stitch length below waist seam,5 1/4,,okay,,1.00,
37,measurement,M,Fly J-stitch width,1 1/8,,okay,,1.00,
38,measurement,M,Hem height,1/2,,okay,One transcription said “Hem height”; the other rendered it as “M height.”,0.95,
39,measurement,M,Front leg depth 3 inch from center front top edge relaxed,11 5/8,-1/8,deviation,,1.00,
40,measurement,M,Back leg depth 3 inch from center back top edge relaxed,12 7/8,-1/8,deviation,,1.00,
41,measurement,M,Saddle width 2 inch up from crotch,8 1/2,-1/8,deviation,,1.00,
42,measurement,M,Button space on fly front,2,,okay,,1.00,
43,measurement,M,Button position from waistline,1 1/4,-1/8,deviation,,1.00,
44,measurement,M,On-seam pocket hem height,1/4,,not stated,"Value was repeated, but no spoken pass or deviation followed.",1.00,
45,measurement,M,Pocket position from below waistline,1,,okay,,1.00,
46,measurement,M,Pocket bag length,9,-1/4,deviation,,1.00,
47,measurement,M,Pocket bag width,6 1/2,,okay,,1.00,
48,comment,,Overpressed places,,,not stated,Do light pressing and ensure no creases are made.,0.95,
49,comment,,Main label red thread seam grinning,,,not stated,Ensure it is not there.,1.00,
50,comment,,Broken stitch at bottom hem,,,not stated,Maintain all seams and ensure there is no stitch breaking.,1.00,
